round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min
First round,1993-09-15,AIK Stockholm,Sparta Prague,Sweden,Czech Republic,1,0,,,Råsundastadion,AIK Stockholm,1-0
First round,1993-09-15,Honvéd,Manchester Utd,Hungary,England,2,3,,,József Bozsik,Manchester Utd,2-3
First round,1993-09-15,Steaua,Croatia Zagreb,Romania,Croatia,1,2,,,Stadionul Steaua,Croatia Zagreb,1-2
First round,1993-09-15,ÍA,Feyenoord,Iceland,Netherlands,1,0,,,Akranesvöllur,ÍA,1-0
First round,1993-09-15,HJK Helsinki,Anderlecht,Finland,Belgium,0,3,,,Tampere Stadion,Anderlecht,0-3
First round,1993-09-15,Porto,Floriana FC,Portugal,Malta,2,0,,,As Antas,Porto,2-0
First round,1993-09-15,Rangers,Levski Sofia,Scotland,Bulgaria,3,2,,,Ibrox Stadium,Rangers,3-2
First round,1993-09-15,Aarau,Milan,Switzerland,Italy,0,1,,,Hardturm,Milan,0-1
First round,1993-09-15,Skonto FC,Spartak Moscow,Latvia,Russia,0,5,,,Skonto Stadions,Spartak Moscow,0-5
First round,1993-09-16,Linfield FC,FC Copenhagen,Northern Ireland,Denmark,3,0,,,Windsor Park,Linfield FC,3-0
First round,1993-09-16,Werder Bremen,Dinamo Minsk,Germany,Belarus,5,2,,,Weserstadion,Werder Bremen,5-2
First round,1993-09-28,Croatia Zagreb,Steaua,Croatia,Romania,2,3,,,Bežigrad,Steaua,2-3
First round,1993-09-29,Anderlecht,HJK Helsinki,Belgium,Finland,3,0,,,Constant Vanden Stock Stadium,Anderlecht,3-0
First round,1993-09-29,Milan,Aarau,Italy,Switzerland,0,0,,,Stadio San Siro,,0-0
First round,1993-09-29,Manchester Utd,Honvéd,England,Hungary,2,1,,,Old Trafford,Manchester Utd,2-1
First round,1993-09-29,Sparta Prague,AIK Stockholm,Czech Republic,Sweden,2,0,,,Generali Arena,Sparta Prague,2-0
First round,1993-09-29,Dinamo Minsk,Werder Bremen,Belarus,Germany,1,1,,,Dinamo Stadion,,1-1
First round,1993-09-29,Cork City,Galatasaray,Republic of Ireland,Turkey,0,1,,,Bishopstown,Galatasaray,0-1
First round,1993-09-29,Levski Sofia,Rangers,Bulgaria,Scotland,2,1,,,Natsionalen Stadion Vasil Levski,Levski Sofia,2-1
First round,1993-09-29,Beitar Jerusalem,Lech Poznań,Israel,Poland,2,4,,,Itztadion Teddy,Lech Poznań,2-4
First round,1993-09-29,Feyenoord,ÍA,Netherlands,Iceland,3,0,,,Stadion Feijenoord,Feyenoord,3-0
First round,1993-09-29,Floriana FC,Porto,Malta,Portugal,0,0,,,National Stadium,,0-0
First round,1993-09-29,Barcelona,Dynamo Kyiv,Spain,Ukraine,4,1,,,Camp Nou,Barcelona,4-1
First round,1993-09-29,AEK Athens,Monaco,Greece,France,1,1,,,Nikos Goumas,,1-1
First round,1993-09-29,Spartak Moscow,Skonto FC,Russia,Latvia,4,0,,,Luzhniki Stadium,Spartak Moscow,4-0
First round,1993-09-29,Austria Wien,Rosenborg,Austria,Norway,4,1,,,Generali Arena,Austria Wien,4-1
First round,1993-09-29,FC Copenhagen,Linfield FC,Denmark,Northern Ireland,4,0,,,Telia Parken,FC Copenhagen,4-0
Second round,1993-10-20,Manchester Utd,Galatasaray,England,Turkey,3,3,,,Old Trafford,,3-3
Second round,1993-10-20,Levski Sofia,Werder Bremen,Bulgaria,Germany,2,2,,,Natsionalen Stadion Vasil Levski,,2-2
Second round,1993-10-20,Lech Poznań,Spartak Moscow,Poland,Russia,1,5,,,Stadion Miejski,Spartak Moscow,1-5
Second round,1993-10-20,Porto,Feyenoord,Portugal,Netherlands,1,0,,,As Antas,Porto,1-0
Second round,1993-10-20,Sparta Prague,Anderlecht,Czech Republic,Belgium,0,1,,,Generali Arena,Anderlecht,0-1
Second round,1993-10-20,Barcelona,Austria Wien,Spain,Austria,3,0,,,Camp Nou,Barcelona,3-0
Second round,1993-10-20,FC Copenhagen,Milan,Denmark,Italy,0,6,,,Telia Parken,Milan,0-6
Second round,1993-10-20,Monaco,Steaua,France,Romania,4,1,,,Stade Louis II,Monaco,4-1
Second round,1993-11-03,Austria Wien,Barcelona,Austria,Spain,1,2,,,Ernst-Happel-Stadion,Barcelona,1-2
Second round,1993-11-03,Spartak Moscow,Lech Poznań,Russia,Poland,2,1,,,Luzhniki Stadium,Spartak Moscow,2-1
Second round,1993-11-03,Galatasaray,Manchester Utd,Turkey,England,0,0,,,Ali Sami Yen Stadyumu,,0-0
Second round,1993-11-03,Anderlecht,Sparta Prague,Belgium,Czech Republic,4,2,,,Constant Vanden Stock Stadium,Anderlecht,4-2
Second round,1993-11-03,Steaua,Monaco,Romania,France,1,0,,,Stadionul Steaua,Steaua,1-0
Second round,1993-11-03,Werder Bremen,Levski Sofia,Germany,Bulgaria,1,0,,,Weserstadion,Werder Bremen,1-0
Second round,1993-11-03,Feyenoord,Porto,Netherlands,Portugal,0,0,,,Stadion Feijenoord,,0-0
Second round,1993-11-03,Milan,FC Copenhagen,Italy,Denmark,1,0,,,Stadio San Siro,Milan,1-0
Group stage,1993-11-24,Porto,Werder Bremen,Portugal,Germany,3,2,,,As Antas,Porto,3-2
Group stage,1993-11-24,Monaco,Spartak Moscow,France,Russia,4,1,,,Stade Louis II,Monaco,4-1
Group stage,1993-11-24,Anderlecht,Milan,Belgium,Italy,0,0,,,Constant Vanden Stock Stadium,,0-0
Group stage,1993-11-24,Galatasaray,Barcelona,Turkey,Spain,0,0,,,Ali Sami Yen Stadyumu,,0-0
Group stage,1993-12-01,Milan,Porto,Italy,Portugal,3,0,,,Stadio San Siro,Milan,3-0
Group stage,1993-12-08,Werder Bremen,Anderlecht,Germany,Belgium,5,3,,,Weserstadion,Werder Bremen,5-3
Group stage,1993-12-08,Barcelona,Monaco,Spain,France,2,0,,,Camp Nou,Barcelona,2-0
Group stage,1993-12-08,Spartak Moscow,Galatasaray,Russia,Turkey,0,0,,,Luzhniki Stadium,,0-0
Group stage,1994-03-02,Milan,Werder Bremen,Italy,Germany,2,1,,,Stadio San Siro,Milan,2-1
Group stage,1994-03-02,Spartak Moscow,Barcelona,Russia,Spain,2,2,,,Luzhniki Stadium,,2-2
Group stage,1994-03-02,Monaco,Galatasaray,France,Turkey,3,0,,,Stade Louis II,Monaco,3-0
Group stage,1994-03-02,Anderlecht,Porto,Belgium,Portugal,1,0,,,Constant Vanden Stock Stadium,Anderlecht,1-0
Group stage,1994-03-16,Porto,Anderlecht,Portugal,Belgium,2,0,,,As Antas,Porto,2-0
Group stage,1994-03-16,Barcelona,Spartak Moscow,Spain,Russia,5,1,,,Camp Nou,Barcelona,5-1
Group stage,1994-03-16,Galatasaray,Monaco,Turkey,France,0,2,,,Ali Sami Yen Stadyumu,Monaco,0-2
Group stage,1994-03-16,Werder Bremen,Milan,Germany,Italy,1,1,,,Weserstadion,,1-1
Group stage,1994-03-30,Barcelona,Galatasaray,Spain,Turkey,3,0,,,Camp Nou,Barcelona,3-0
Group stage,1994-03-30,Milan,Anderlecht,Italy,Belgium,0,0,,,Stadio San Siro,,0-0
Group stage,1994-03-30,Werder Bremen,Porto,Germany,Portugal,0,5,,,Weserstadion,Porto,0-5
Group stage,1994-03-30,Spartak Moscow,Monaco,Russia,France,0,0,,,Luzhniki Stadium,,0-0
Group stage,1994-04-13,Monaco,Barcelona,France,Spain,0,1,,,Stade Louis II,Barcelona,0-1
Group stage,1994-04-13,Galatasaray,Spartak Moscow,Turkey,Russia,1,2,,,Ali Sami Yen Stadyumu,Spartak Moscow,1-2
Group stage,1994-04-13,Porto,Milan,Portugal,Italy,0,0,,,As Antas,,0-0
Group stage,1994-04-13,Anderlecht,Werder Bremen,Belgium,Germany,1,2,,,Constant Vanden Stock Stadium,Werder Bremen,1-2
Semi-finals,1994-04-27,Barcelona,Porto,Spain,Portugal,3,0,,,Camp Nou,Barcelona,3-0
Semi-finals,1994-04-27,Milan,Monaco,Italy,France,3,0,,,Stadio San Siro,Milan,3-0
Final,1994-05-18,Milan,Barcelona,Italy,Spain,4,0,,,OACA Spyros Louis (Neutral Site),Milan,4-0
